author_name	author_id	loc_type	place	place_id	country	country_ISO	place_full	LongLabel	Addr_type	Type	StAddr	StName	AddNum	City	Subregion	Region	CntryName	Country	x	y	score	error
Barry, William Francis	Q8009301	place of death	Oxford	Q34217	United Kingdom	GBR	Oxford, United Kingdom	Oxford, Oxfordshire, England, GBR	Locality	City				Oxford	Oxfordshire	England	United Kingdom	GBR	-1.257628795999949	51.751982637000026	100.0	
Barry, William Francis	Q8009301	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR	United Kingdom of Great Britain and Ireland, United Kingdom of Great Britain and Ireland	Ireland, Bedfordshire, England, GBR	Locality	Village				Ireland	Bedfordshire	England	United Kingdom	GBR	-0.34754845499998055	52.06069254300007	75.48	
Barry, William Francis	Q8009301	country of citizenship	United Kingdom	Q145	United Kingdom	GBR	United Kingdom, United Kingdom	United Kingdom	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	100.0	
Lyall, Edna [pseud.]	Q4678251	place of birth	Brighton	Q131491	United Kingdom	GBR	Brighton, United Kingdom	Brighton, Brighton and Hove, England, GBR	Locality	City				Brighton	Brighton and Hove	England	United Kingdom	GBR	-0.13946999999996024	50.82838000000004	100.0	
Lyall, Edna [pseud.]	Q4678251	place of death	Eastbourne	Q208262	United Kingdom	GBR	Eastbourne, United Kingdom	Eastbourne, East Sussex, England, GBR	Locality	City				Eastbourne	East Sussex	England	United Kingdom	GBR	0.2781546060000437	50.76643724400003	100.0	
Lyall, Edna [pseud.]	Q4678251	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR	United Kingdom of Great Britain and Ireland, United Kingdom of Great Britain and Ireland	Ireland, Bedfordshire, England, GBR	Locality	Village				Ireland	Bedfordshire	England	United Kingdom	GBR	-0.34754845499998055	52.06069254300007	75.48	
Ward, Humphry, Mrs.	Q952452	place of birth	Hobart	Q40191	Australia	AUS	Hobart, Australia	Hobart, Tasmania, AUS	Locality	City				Hobart		Tasmania	Australia	AUS	147.33162000000004	-42.88163999999995	100.0	
Ward, Humphry, Mrs.	Q952452	place of death	London	Q84	United Kingdom of Great Britain and Ireland	GBR	London, United Kingdom of Great Britain and Ireland	United Kingdom of Great Britain and Northern Ireland	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	93.63	
Ward, Humphry, Mrs.	Q952452	country of citizenship	United Kingdom	Q145	United Kingdom	GBR	United Kingdom, United Kingdom	United Kingdom	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	100.0	
Ward, Humphry, Mrs.	Q952452	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR	United Kingdom of Great Britain and Ireland, United Kingdom of Great Britain and Ireland	Ireland, Bedfordshire, England, GBR	Locality	Village				Ireland	Bedfordshire	England	United Kingdom	GBR	-0.34754845499998055	52.06069254300007	75.48	
Ward, Humphry, Mrs.	Q952452	archives at	Rare Books and Special Collections	Q62535993	Canada	CAN	Rare Books and Special Collections, Canada	Canada	Locality	Country							Canada	CAN	-113.64257999999995	60.108670000000075	70.0	
Nesbit, Edith	Q231708	place of burial	St Mary in the Marsh	Q7594628	United Kingdom	GBR	St Mary in the Marsh, United Kingdom	St Mary in the Marsh, Folkestone and Hythe, Kent, England, GBR	Locality	Village				Folkestone and Hythe	Kent	England	United Kingdom	GBR	0.9423421550000626	51.01377766500008	100.0	
Nesbit, Edith	Q231708	place of birth	London	Q84	United Kingdom of Great Britain and Ireland	GBR	London, United Kingdom of Great Britain and Ireland	United Kingdom of Great Britain and Northern Ireland	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	93.63	
Nesbit, Edith	Q231708	place of birth	Kennington	Q146696	United Kingdom	GBR	Kennington, United Kingdom	Kennington, Ashford, Kent, England, GBR	Locality	District				Ashford	Kent	England	United Kingdom	GBR	0.8928084170000261	51.16852461800005	100.0	
Nesbit, Edith	Q231708	place of death	New Romney	Q181071	United Kingdom	GBR	New Romney, United Kingdom	New Romney, Folkestone and Hythe, Kent, England, GBR	Locality	City				Folkestone and Hythe	Kent	England	United Kingdom	GBR	0.9401881350000281	50.985804331000054	100.0	
Nesbit, Edith	Q231708	country of citizenship	United Kingdom	Q145	United Kingdom	GBR	United Kingdom, United Kingdom	United Kingdom	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	100.0	
Nesbit, Edith	Q231708	country of citizenship	England	Q21	United Kingdom	GBR	England, United Kingdom	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100.0	
Nesbit, Edith	Q231708	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR	United Kingdom of Great Britain and Ireland, United Kingdom of Great Britain and Ireland	Ireland, Bedfordshire, England, GBR	Locality	Village				Ireland	Bedfordshire	England	United Kingdom	GBR	-0.34754845499998055	52.06069254300007	75.48	
Doyle, Arthur Conan	Q35610	place of burial	Windlesham Manor	Q26581378	United Kingdom	GBR	Windlesham Manor, United Kingdom	Windlesham Manor, Hurtis Hill, Stone Cross, Crowborough, East Sussex, England, TN6 3, GBR	POI	Medical Clinic	Hurtis Hill	Hurtis		Crowborough	East Sussex	England	United Kingdom	GBR	0.15427000000005364	51.04451000000006	100.0	
Doyle, Arthur Conan	Q35610	place of burial	Church of All Saints cemetery	Q96658122	United Kingdom	GBR	Church of All Saints cemetery, United Kingdom	All Saints Cemetery, Jesmond Road, Jesmond, Newcastle upon Tyne, Tyne and Wear, England, NE2 1, GBR	POI	Cemetery	Jesmond Road	Jesmond		Newcastle upon Tyne	Tyne and Wear	England	United Kingdom	GBR	-1.598169999999925	54.984860000000026	90.5	
Doyle, Arthur Conan	Q35610	place of birth	Edinburgh	Q23436	United Kingdom	GBR	Edinburgh, United Kingdom	Edinburgh, City of Edinburgh, Scotland, GBR	Locality	City				Edinburgh	City of Edinburgh	Scotland	United Kingdom	GBR	-3.1891070809999746	55.95333947800003	100.0	
Doyle, Arthur Conan	Q35610	place of death	Windlesham Manor	Q26581378	United Kingdom	GBR	Windlesham Manor, United Kingdom	Windlesham Manor, Hurtis Hill, Stone Cross, Crowborough, East Sussex, England, TN6 3, GBR	POI	Medical Clinic	Hurtis Hill	Hurtis		Crowborough	East Sussex	England	United Kingdom	GBR	0.15427000000005364	51.04451000000006	100.0	
Doyle, Arthur Conan	Q35610	place of death	Crowborough	Q179259	United Kingdom	GBR	Crowborough, United Kingdom	Crowborough, Wealden, East Sussex, England, GBR	Locality	City				Wealden	East Sussex	England	United Kingdom	GBR	0.1617080930000725	51.060581951000074	100.0	
Doyle, Arthur Conan	Q35610	country of citizenship	United Kingdom	Q145	United Kingdom	GBR	United Kingdom, United Kingdom	United Kingdom	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	100.0	
Doyle, Arthur Conan	Q35610	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR	United Kingdom of Great Britain and Ireland, United Kingdom of Great Britain and Ireland	Ireland, Bedfordshire, England, GBR	Locality	Village				Ireland	Bedfordshire	England	United Kingdom	GBR	-0.34754845499998055	52.06069254300007	75.48	
Doyle, Arthur Conan	Q35610	archives at	Harry Ransom Center	Q5671855	United States of America	USA	Harry Ransom Center, United States of America	Harry Ransom Center, 300 W 21st St, Austin, TX, 78712, USA	POI	Museum	300 W 21st St	21st	300	Austin	Travis County	Texas	United States	USA	-97.74105999999995	30.28376000000003	100.0	
Yeats, William Butler	Q40213	place of burial	Drumcliff	Q910059	Republic of Ireland	IRL	Drumcliff, Republic of Ireland	Drumcliff, Ennis, Clare, IRL	Locality	Village				Ennis		Clare	Ireland	IRL	-8.998039999999946	52.85818000000006	100.0	
Yeats, William Butler	Q40213	place of birth	Sandymount	Q966849	Republic of Ireland	IRL	Sandymount, Republic of Ireland	Sandymount, Ennis, Clare, IRL	Locality	Village				Ennis		Clare	Ireland	IRL	-9.409249999999929	52.875950000000046	100.0	
Yeats, William Butler	Q40213	place of death	Roquebrune-Cap-Martin	Q220668	France	FRA	Roquebrune-Cap-Martin, France	Roquebrune-Cap-Martin, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, FRA	Locality	City				Roquebrune-Cap-Martin	Alpes-Maritimes	Provence-Alpes-Côte d'Azur	France	FRA	7.47371619200004	43.757768774000056	100.0	
Yeats, William Butler	Q40213	place of death	Menton	Q180083	France	FRA	Menton, France	Menton, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, FRA	Locality	City				Menton	Alpes-Maritimes	Provence-Alpes-Côte d'Azur	France	FRA	7.502943640000069	43.77568590000004	100.0	
Yeats, William Butler	Q40213	country of citizenship	Irish Free State	Q31747	Republic of Ireland	IRL	Irish Free State, Republic of Ireland	Inishfree, Ulster, IRL	POI	Island					Donegal	Ulster	Ireland	IRL	-8.445279999999968	54.95528000000007	84.81	
Yeats, William Butler	Q40213	archives at	Stuart A. Rose Manuscript, Archives, and Rare Book Library	Q72941560	United States of America	USA	Stuart A. Rose Manuscript, Archives, and Rare Book Library, United States of America	Library, South Park Twp, PA, USA	Locality	Village				South Park Twp	Allegheny County	Pennsylvania	United States	USA	-80.01152999999994	40.28776000000005	76.47	
Yeats, William Butler	Q40213	archives at	Harry Ransom Center	Q5671855	United States of America	USA	Harry Ransom Center, United States of America	Harry Ransom Center, 300 W 21st St, Austin, TX, 78712, USA	POI	Museum	300 W 21st St	21st	300	Austin	Travis County	Texas	United States	USA	-97.74105999999995	30.28376000000003	100.0	
Yeats, William Butler	Q40213	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN	University of Victoria Special Collections and University Archives, Canada	University, Brandon, MB, CAN	Locality	Neighborhood				Brandon	Division No. 7	Manitoba	Canada	CAN	-99.96327787999996	49.845647531000054	74.25	
Yeats, William Butler	Q40213	archives at	Leeds University Library	Q24568958	United Kingdom	GBR	Leeds University Library, United Kingdom	Library, Woodhouse Lane, University District, Leeds, West Yorkshire, England, LS2 3, GBR	POI	ATM	Woodhouse Lane	Woodhouse		Leeds	West Yorkshire	England	United Kingdom	GBR	-1.5515499999999633	53.807150000000036	90.8	
Gissing, George	Q369790	place of burial	Saint-Jean-Pied-de-Port	Q270294	France	FRA	Saint-Jean-Pied-de-Port, France	Saint-Jean-Pied-de-Port, Pyrénées-Atlantiques, Nouvelle-Aquitaine, FRA	Locality	City				Saint-Jean-Pied-de-Port	Pyrénées-Atlantiques	Nouvelle-Aquitaine	France	FRA	-1.2380956639999567	43.163281924000046	100.0	
Gissing, George	Q369790	place of birth	Wakefield	Q216638	United Kingdom	GBR	Wakefield, United Kingdom	Wakefield, West Yorkshire, England, GBR	Locality	City				Wakefield	West Yorkshire	England	United Kingdom	GBR	-1.4981716159999792	53.68372055800006	100.0	
Gissing, George	Q369790	place of death	Saint-Jean-Pied-de-Port	Q270294	France	FRA	Saint-Jean-Pied-de-Port, France	Saint-Jean-Pied-de-Port, Pyrénées-Atlantiques, Nouvelle-Aquitaine, FRA	Locality	City				Saint-Jean-Pied-de-Port	Pyrénées-Atlantiques	Nouvelle-Aquitaine	France	FRA	-1.2380956639999567	43.163281924000046	100.0	
Gissing, George	Q369790	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR	United Kingdom of Great Britain and Ireland, United Kingdom of Great Britain and Ireland	Ireland, Bedfordshire, England, GBR	Locality	Village				Ireland	Bedfordshire	England	United Kingdom	GBR	-0.34754845499998055	52.06069254300007	75.48	
Gissing, George	Q369790	archives at	Beinecke Rare Book & Manuscript Library	Q814779	United States of America	USA	Beinecke Rare Book & Manuscript Library, United States of America	Beinecke Rare Book and Manuscript Library, Town of New Haven, CT, USA	POI	Library				Town of New Haven	New Haven County	Connecticut	United States	USA	-72.92704999999995	41.31149000000005	100.0	
Grossmith, George	Q1564825	place of burial	Kensal Green Cemetery	Q1574424	United Kingdom	GBR	Kensal Green Cemetery, United Kingdom	Kensal Green Cemetery, Harrow Road, London, England, NW10 5, GBR	POI	Cemetery	Harrow Road	Harrow		London	London	England	United Kingdom	GBR	-0.22571999999996706	51.530140000000074	100.0	
Grossmith, George	Q1564825	place of birth	Islington	Q125163	United Kingdom	GBR	Islington, United Kingdom	Islington, Greater London, England, GBR	Locality	City				Islington	Greater London	England	United Kingdom	GBR	-0.1030399999999645	51.53622000000007	100.0	
Grossmith, George	Q1564825	place of death	Folkestone	Q375314	United Kingdom	GBR	Folkestone, United Kingdom	Folkestone, Folkestone and Hythe, Kent, England, GBR	Locality	City				Folkestone and Hythe	Kent	England	United Kingdom	GBR	1.180316489000063	51.081723613000065	100.0	
Grossmith, George	Q1564825	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR	United Kingdom of Great Britain and Ireland, United Kingdom of Great Britain and Ireland	Ireland, Bedfordshire, England, GBR	Locality	Village				Ireland	Bedfordshire	England	United Kingdom	GBR	-0.34754845499998055	52.06069254300007	75.48	
Grossmith, George	Q1564825	work location	England	Q21	United Kingdom	GBR	England, United Kingdom	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100.0	
Harraden, Beatrice	Q4877157	place of birth	Hampstead	Q25610	United Kingdom	GBR	Hampstead, United Kingdom	Hampstead, Camden, Greater London, England, GBR	Locality	District				Camden	Greater London	England	United Kingdom	GBR	-0.1785469309999712	51.55667024600007	100.0	
Harraden, Beatrice	Q4877157	place of death	Barton on Sea	Q3635466	United Kingdom	GBR	Barton on Sea, United Kingdom	Barton on Sea, New Forest, Hampshire, England, GBR	Locality	Village				New Forest	Hampshire	England	United Kingdom	GBR	-1.663273310999955	50.73660307400007	100.0	
Harraden, Beatrice	Q4877157	country of citizenship	United Kingdom	Q145	United Kingdom	GBR	United Kingdom, United Kingdom	United Kingdom	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	100.0	
Harraden, Beatrice	Q4877157	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR	United Kingdom of Great Britain and Ireland, United Kingdom of Great Britain and Ireland	Ireland, Bedfordshire, England, GBR	Locality	Village				Ireland	Bedfordshire	England	United Kingdom	GBR	-0.34754845499998055	52.06069254300007	75.48	
Benson, Edward Frederic	Q771698	place of birth	Berkshire	Q23220	United Kingdom	GBR	Berkshire, United Kingdom	Berkshire, England, GBR	Locality	County					Berkshire	England	United Kingdom	GBR	-1.0718108729999472	51.45051429500006	100.0	
Benson, Edward Frederic	Q771698	place of death	London	Q84	United Kingdom of Great Britain and Ireland	GBR	London, United Kingdom of Great Britain and Ireland	United Kingdom of Great Britain and Northern Ireland	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	93.63	
Benson, Edward Frederic	Q771698	country of citizenship	United Kingdom	Q145	United Kingdom	GBR	United Kingdom, United Kingdom	United Kingdom	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	100.0	
Benson, Edward Frederic	Q771698	archives at	Beinecke Rare Book & Manuscript Library	Q814779	United States of America	USA	Beinecke Rare Book & Manuscript Library, United States of America	Beinecke Rare Book and Manuscript Library, Town of New Haven, CT, USA	POI	Library				Town of New Haven	New Haven County	Connecticut	United States	USA	-72.92704999999995	41.31149000000005	100.0	
Dixon, Ella Hepworth	Q5364510	place of birth	London	Q84	United Kingdom of Great Britain and Ireland	GBR	London, United Kingdom of Great Britain and Ireland	United Kingdom of Great Britain and Northern Ireland	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	93.63	
Dixon, Ella Hepworth	Q5364510	place of death	London	Q84	United Kingdom of Great Britain and Ireland	GBR	London, United Kingdom of Great Britain and Ireland	United Kingdom of Great Britain and Northern Ireland	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	93.63	
Dixon, Ella Hepworth	Q5364510	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR	United Kingdom of Great Britain and Ireland, United Kingdom of Great Britain and Ireland	Ireland, Bedfordshire, England, GBR	Locality	Village				Ireland	Bedfordshire	England	United Kingdom	GBR	-0.34754845499998055	52.06069254300007	75.48	
Dixon, Ella Hepworth	Q5364510	country of citizenship	United Kingdom	Q145	United Kingdom	GBR	United Kingdom, United Kingdom	United Kingdom	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	100.0	
Caird, Mona	Q6897658	place of birth	Ryde	Q776556	United Kingdom	GBR	Ryde, United Kingdom	Ryde, Isle of Wight, England, GBR	Locality	City				Ryde	Isle of Wight	England	United Kingdom	GBR	-1.1632128659999807	50.730003631000045	100.0	
Caird, Mona	Q6897658	place of death	London	Q84	United Kingdom of Great Britain and Ireland	GBR	London, United Kingdom of Great Britain and Ireland	United Kingdom of Great Britain and Northern Ireland	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	93.63	
Caird, Mona	Q6897658	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR	United Kingdom of Great Britain and Ireland, United Kingdom of Great Britain and Ireland	Ireland, Bedfordshire, England, GBR	Locality	Village				Ireland	Bedfordshire	England	United Kingdom	GBR	-0.34754845499998055	52.06069254300007	75.48	
Caird, Mona	Q6897658	country of citizenship	United Kingdom	Q145	United Kingdom	GBR	United Kingdom, United Kingdom	United Kingdom	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	100.0	
Wells, Herbert George	Q42511	place of birth	Bromley	Q122892	United Kingdom	GBR	Bromley, United Kingdom	Bromley, Dudley, West Midlands, England, GBR	Locality	District				Dudley	West Midlands	England	United Kingdom	GBR	-2.1383668829999465	52.49258936500007	100.0	
Wells, Herbert George	Q42511	place of death	London	Q84	United Kingdom of Great Britain and Ireland	GBR	London, United Kingdom of Great Britain and Ireland	United Kingdom of Great Britain and Northern Ireland	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	93.63	
Wells, Herbert George	Q42511	country of citizenship	United Kingdom	Q145	United Kingdom	GBR	United Kingdom, United Kingdom	United Kingdom	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	100.0	
Wells, Herbert George	Q42511	archives at	Harry Ransom Center	Q5671855	United States of America	USA	Harry Ransom Center, United States of America	Harry Ransom Center, 300 W 21st St, Austin, TX, 78712, USA	POI	Museum	300 W 21st St	21st	300	Austin	Travis County	Texas	United States	USA	-97.74105999999995	30.28376000000003	100.0	
Cross, Victoria	Q567045	place of birth	Gloucestershire	Q23165	United Kingdom	GBR	Gloucestershire, United Kingdom	Gloucestershire, England, GBR	Locality	Zone						England	United Kingdom	GBR	-2.1831099999999424	51.77959000000004	100.0	
Cross, Victoria	Q567045	place of death	Monte Carlo	Q45240	Monaco	MCO	Monte Carlo, Monaco	Monte-Carlo, MCO	Locality	City					Monte-Carlo		Monaco	MCO	7.4269500000000335	43.738320000000044	100.0	
Cross, Victoria	Q567045	country of citizenship	United Kingdom	Q145	United Kingdom	GBR	United Kingdom, United Kingdom	United Kingdom	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	100.0	
Sharp, Evelyn	Q5416441	place of birth	London	Q84	United Kingdom of Great Britain and Ireland	GBR	London, United Kingdom of Great Britain and Ireland	United Kingdom of Great Britain and Northern Ireland	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	93.63	
Sharp, Evelyn	Q5416441	place of death	London Borough of Ealing	Q207218	United Kingdom	GBR	London Borough of Ealing, United Kingdom	London Borough of Ealing, Ealing, Greater London, England, GBR	Locality	City				Ealing	Greater London	England	United Kingdom	GBR	-0.30203999999997677	51.51216000000005	100.0	
Sharp, Evelyn	Q5416441	country of citizenship	United Kingdom	Q145	United Kingdom	GBR	United Kingdom, United Kingdom	United Kingdom	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	100.0	
Sharp, Evelyn	Q5416441	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR	United Kingdom of Great Britain and Ireland, United Kingdom of Great Britain and Ireland	Ireland, Bedfordshire, England, GBR	Locality	Village				Ireland	Bedfordshire	England	United Kingdom	GBR	-0.34754845499998055	52.06069254300007	75.48	
MacDonald, George	Q368519	place of birth	Huntly	Q1016931	United Kingdom	GBR	Huntly, United Kingdom	Huntly, Aberdeenshire, Scotland, GBR	Locality	City				Huntly	Aberdeenshire	Scotland	United Kingdom	GBR	-2.7863028389999727	57.447514229000035	100.0	
MacDonald, George	Q368519	place of death	Ashtead	Q2220778	United Kingdom	GBR	Ashtead, United Kingdom	Ashtead, Mole Valley, Surrey, England, GBR	Locality	District				Mole Valley	Surrey	England	United Kingdom	GBR	-0.29963882499993133	51.309383711000066	100.0	
MacDonald, George	Q368519	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR	United Kingdom of Great Britain and Ireland, United Kingdom of Great Britain and Ireland	Ireland, Bedfordshire, England, GBR	Locality	Village				Ireland	Bedfordshire	England	United Kingdom	GBR	-0.34754845499998055	52.06069254300007	75.48	
Malet, Lucas	Q4965106	place of birth	Eversley	Q2195735	United Kingdom	GBR	Eversley, United Kingdom	Eversley, Basildon, Essex, England, GBR	Locality	District				Basildon	Essex	England	United Kingdom	GBR	0.5098381160000258	51.57104158100003	100.0	
Malet, Lucas	Q4965106	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR	United Kingdom of Great Britain and Ireland, United Kingdom of Great Britain and Ireland	Ireland, Bedfordshire, England, GBR	Locality	Village				Ireland	Bedfordshire	England	United Kingdom	GBR	-0.34754845499998055	52.06069254300007	75.48	
Griffiths, Major Arthur George Frederick	Q4798900	place of birth	Pune	Q1538	India	IND	Pune, India	Pune, Maharashtra, IND	Locality	City				Pune	Pune	Maharashtra	India	IND	73.85286000000008	18.50419000000005	100.0	
Griffiths, Major Arthur George Frederick	Q4798900	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR	United Kingdom of Great Britain and Ireland, United Kingdom of Great Britain and Ireland	Ireland, Bedfordshire, England, GBR	Locality	Village				Ireland	Bedfordshire	England	United Kingdom	GBR	-0.34754845499998055	52.06069254300007	75.48	
Phillpotts, Eden	Q1283557	place of birth	Mount Abu	Q695221	India	IND	Mount Abu, India	Mount Abu, Sirohi, Rajasthan, IND	Locality	City				Mount Abu	Sirohi	Rajasthan	India	IND	72.70995000000005	24.591470000000072	100.0	
Phillpotts, Eden	Q1283557	place of death	Exeter	Q134672	United Kingdom	GBR	Exeter, United Kingdom	Exeter, Devon, England, GBR	Locality	City				Exeter	Devon	England	United Kingdom	GBR	-3.5326112079999348	50.72256849100006	100.0	
Phillpotts, Eden	Q1283557	country of citizenship	United Kingdom	Q145	United Kingdom	GBR	United Kingdom, United Kingdom	United Kingdom	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	100.0	
Phillpotts, Eden	Q1283557	archives at	Harry Ransom Center	Q5671855	United States of America	USA	Harry Ransom Center, United States of America	Harry Ransom Center, 300 W 21st St, Austin, TX, 78712, USA	POI	Museum	300 W 21st St	21st	300	Austin	Travis County	Texas	United States	USA	-97.74105999999995	30.28376000000003	100.0	
Cholmondeley, Mary	Q4942781	place of birth	Shropshire	Q23103	Great Britain	GBR	Shropshire, Great Britain	Shropshire, England, GBR	Locality	County					Shropshire	England	United Kingdom	GBR	-2.7137354779999328	52.64334619700003	100.0	
Cholmondeley, Mary	Q4942781	place of death	Kensington	Q288781	United Kingdom	GBR	Kensington, United Kingdom	Kensington, Liverpool, Merseyside, England, GBR	Locality	District				Liverpool	Merseyside	England	United Kingdom	GBR	-2.9478962199999614	53.412076342000034	100.0	
Cholmondeley, Mary	Q4942781	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR	United Kingdom of Great Britain and Ireland, United Kingdom of Great Britain and Ireland	Ireland, Bedfordshire, England, GBR	Locality	Village				Ireland	Bedfordshire	England	United Kingdom	GBR	-0.34754845499998055	52.06069254300007	75.48	
Morris, William	Q182589	place of burial	St. George's Churchyard	Q114737519	United Kingdom	GBR	St. George's Churchyard, United Kingdom	Church Yard, North West Leicestershire, Leicestershire, England, GBR	Locality	District				North West Leicestershire	Leicestershire	England	United Kingdom	GBR	-1.4672302989999366	52.74763226700003	87.75	
Morris, William	Q182589	place of birth	Walthamstow	Q2321784	United Kingdom	GBR	Walthamstow, United Kingdom	Walthamstow, Greater London, England, GBR	Locality	City				Walthamstow	Greater London	England	United Kingdom	GBR	-0.020769999999970423	51.590670000000046	100.0	
Morris, William	Q182589	place of death	London	Q84	United Kingdom of Great Britain and Ireland	GBR	London, United Kingdom of Great Britain and Ireland	United Kingdom of Great Britain and Northern Ireland	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	93.63	
Morris, William	Q182589	country of citizenship	United Kingdom	Q145	United Kingdom	GBR	United Kingdom, United Kingdom	United Kingdom	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	100.0	
Morris, William	Q182589	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR	United Kingdom of Great Britain and Ireland, United Kingdom of Great Britain and Ireland	Ireland, Bedfordshire, England, GBR	Locality	Village				Ireland	Bedfordshire	England	United Kingdom	GBR	-0.34754845499998055	52.06069254300007	75.48	
Morris, William	Q182589	archives at	University of Maryland Libraries	Q7895690	United States of America	USA	University of Maryland Libraries, United States of America	University Of Maryland, Baltimore, MD, USA	Locality	Neighborhood				Baltimore	City of Baltimore	Maryland	United States	USA	-76.62528999999995	39.29037000000005	91.87	
Morris, William	Q182589	archives at	Beinecke Rare Book & Manuscript Library	Q814779	United States of America	USA	Beinecke Rare Book & Manuscript Library, United States of America	Beinecke Rare Book and Manuscript Library, Town of New Haven, CT, USA	POI	Library				Town of New Haven	New Haven County	Connecticut	United States	USA	-72.92704999999995	41.31149000000005	100.0	
Morris, William	Q182589	archives at	Harry Ransom Center	Q5671855	United States of America	USA	Harry Ransom Center, United States of America	Harry Ransom Center, 300 W 21st St, Austin, TX, 78712, USA	POI	Museum	300 W 21st St	21st	300	Austin	Travis County	Texas	United States	USA	-97.74105999999995	30.28376000000003	100.0	
Morris, William	Q182589	work location	Oxford	Q34217	United Kingdom	GBR	Oxford, United Kingdom	Oxford, Oxfordshire, England, GBR	Locality	City				Oxford	Oxfordshire	England	United Kingdom	GBR	-1.257628795999949	51.751982637000026	100.0	
Baring-Gould, Sabine	Q1242472	place of burial	Lewtrenchard	Q2027040	United Kingdom	GBR	Lewtrenchard, United Kingdom	Lewtrenchard, West Devon, Devon, England, GBR	Locality	Village				West Devon	Devon	England	United Kingdom	GBR	-4.18491394199998	50.65398470000008	100.0	
Baring-Gould, Sabine	Q1242472	place of birth	Exeter	Q134672	United Kingdom	GBR	Exeter, United Kingdom	Exeter, Devon, England, GBR	Locality	City				Exeter	Devon	England	United Kingdom	GBR	-3.5326112079999348	50.72256849100006	100.0	
Baring-Gould, Sabine	Q1242472	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR	United Kingdom of Great Britain and Ireland, United Kingdom of Great Britain and Ireland	Ireland, Bedfordshire, England, GBR	Locality	Village				Ireland	Bedfordshire	England	United Kingdom	GBR	-0.34754845499998055	52.06069254300007	75.48	
